QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year
ACEP's Clinical Emergency Data Registry (CEDR),ECPR41,Rh Status Evaluation and Treatment of Pregnant Women at Risk of Fetal Blood Exposure,"Percentage of Women Aged 14-50 Years at Risk of Fetal Blood Exposure Who Had Their Rh Status Evaluated in the Emergency Department (ED) and Received Rh-Immunoglobulin (Rhogam) if Rh-negative

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2016
ACEP's Clinical Emergency Data Registry (CEDR),ECPR45,Avoidance of Creatine Kinase-MB (CK-MB) Testing for Non-traumatic Chest Pain,"Percentage of Adult Patients with a Diagnosis of Non-traumatic Chest Pain Who Did Not Have CK-MB Lab Testing Ordered

",N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2018
ACEP's Clinical Emergency Data Registry (CEDR),ECPR46,Avoidance of Opiates for Low Back Pain or Migraines,"Percentage of Patients with Low Back Pain and/or Migraines Who Were Not Prescribed an Opiate

",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2018
ACEP's Clinical Emergency Data Registry (CEDR),ECPR50,Door to Diagnostic Evaluation by a Provider Within 30 Minutes – Urgent Care Patients,"Percentage of Urgent Care Patients Who Made Provider Contact Within 30 Minutes of Urgent Care Clinic (UCC) Arrival

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2018
ACEP's Clinical Emergency Data Registry (CEDR),ECPR51,Discharge Prescription of Naloxone after Opioid Poisoning or Overdose,"Percentage of Opioid Poisoning or Overdose Patients Presenting to An Acute Care Facility Who Were Prescribed Naloxone at Discharge

",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2019
ACEP's Clinical Emergency Data Registry (CEDR),ECPR52,Appropriate Treatment of Psychosis and Agitation in the Emergency Department,"Percentage of Adult Patients With Psychosis or Agitation Who Were Ordered an Oral Antipsychotic Medication in the Emergency Department

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2019
ACEP's Clinical Emergency Data Registry (CEDR),ECPR53,Clinician Reporting of Loss of Consciousness to State Department of Public Health or Department of Motor Vehicles,"Percentage of Patients At Risk for Recurrent Loss of Consciousness For Whom Loss of Consciousness Information Was Submitted to Department of Public Health or Department of Motor Vehicles

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2019
ACEP's Clinical Emergency Data Registry (CEDR),ECPR55,Avoidance of Long-Acting (LA) or Extended-Release (ER) Opiate Prescriptions and Opiate Prescriptions for Greater Than 3 Days Duration for Acute Pain,"Percentage of Adult Patients Who Were Prescribed an Opiate Who Were Not Prescribed a Long-Acting (LA) or Extended-Release (ER) Formulation

",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,N/A,No,E-CPR (Emergency - Clinical Performance Registry),2020
Acute Care Quality Registry,ACQR11,High Intensity Statin for patients with NSTEMI-ACS,"High intensity statin (rosuvastatin 20-40 mg or atorvastatin 40-80mg) should be initiated or continued in all patients with NSTEMI-ACS and no contraindications

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR12,ABCDEF Bundle - Early mobility for ICU patients,"Patients admitted to the intensive care unit (ICU) for > or = 4 days should be included in an early mobility program (E of ABCDEF Bundle) to improve their recovery process.

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR13,Sepsis: Hour One bundle,"Surviving Sepsis Campaign's Hour One bundle initiation in patients with Sepsis and acute organ dysfunction

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR15,Pneumonia: Use of CURB-65 for Risk Stratification in patient with CAP,"Documentation of CURB-65 score should guide the admission decision (1 point each for Confusion, BUN>19, Resp rate >30, SBP <90 or DBP<60, Age >=65) for all patients with Community Acquired Pneumonia)

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR16,COPD Exacerbation or CHF Exacerbation requiring Hospital Admission: Palliative Care Evaluation,"Patients admitted with 2 or more COPD exacerbations in 12 months or a single admission for COPD with hypercapneic respiratory failure, or being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available; and patients admitted with AHA Class D heart failure and/or patients admitted with Congestive Heart Failure (any class) being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available

",N/A,Communication and Care Coordination,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR3,COPD: Steroids for no more than 5 days in COPD Exacerbation,"Patients should receive no more than 5 days of steroids in treatment for COPD Exacerbation from all sources and routes. Sources may include outpatient, Emergency Department, and Inpatient/Observation treatment. i.e. Full course of steroids not to exceed 7 days.

",N/A,Patient Safety,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2018
Acute Care Quality Registry,ACQR9,Use of ACE-I or ARB and beta blockade in CHF,"Ace I or ARBs AND 1 of [3 beta blockers proven to reduce mortality] (bisoprolol, carvedilol, sustained release metoprolol) are recommended in HFrEF and current or prior symptoms of CHF

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Acute Care Quality Registry,2019
AHSQC,AHSQC10,Ventral Hernia Repair: Pain and Functional Status Assessment,"Percentage of patients aged 18 years and older who have undergone ventral hernia repair and who completed baseline and 30 day follow-up patient-reported functional status assessments, and achieved at least a 10% improvement in functional status score from baseline.

Performance Rate Descriptions:

1. Patients who achieved at least a 10% improvement in functional status score from baseline.
2. patients who completed baseline and 30 day follow-up patient-reported functional status assessments,",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,1st Performance Rate,No,AHSQC,2019
AHSQC,AHSQC6,Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period,"Percentage of patients aged 18 years and older who have undergone abdominal wall reconstruction defined as ventral hernia repair with myofascial release (abdominal wall fascial layer separated from muscular layer) who had a surgical site occurrence requiring procedural intervention within the 30 day postoperative period. Surgical site occurrences include any surgical site infections (superficial, deep, organ space) or any of the following: wound cellulitis, non-healing incisional wound, fascial disruption, skin or soft tissue ischemia, skin or soft tissue necrosis, wound serous drainage, wound purulent drainage, chronic sinus drainage, localized stab wound infection, stitch abscess, seroma, infected seroma, hematoma, infected hematoma, exposed biologic mesh, exposed synthetic mesh, contaminated biologic mesh, contaminated synthetic mesh, infected biologic mesh, infected synthetic mesh, mucocutaneous anastomosis disruption, enterocutaneous fistula). Procedural interventions include any of the following: wound opening, wound debridement, suture excision, percutaneous drainage, partial mesh removal, complete mesh removal.

This measure is reported as three performance rates stratified by hernia width:
1) Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period-Any hernia width (overall rate)
2) Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period-Hernia width of ≤10cm
3) Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period-Hernia width of >10cm

Performance Rate Descriptions:

Performance Rate 1) All patients in the cohort who have undergone ventral hernia repair with myofascial release with 30 day postoperative follow up

Performance Rate 2) All patients in the cohort who have undergone ventral hernia repair with myofascial release with 30 day postoperative follow up with hernia width < 10cm

Performance Rate 3) All patients in the cohort who have undergone ventral hernia repair with myofascial release with 30 day postoperative follow up with hernia width > 10cm",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,3,1st Performance Rate,Yes,AHSQC,2016
American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS1,Endothelial Keratoplasty - Post-operative improvement in best corrected visual acuity to 20/40 or better,"Percentage of endothelial keratoplasty patients with a best corrected visual acuity of 20/40 or better within 90 days after surgery

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015
American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS13,Diabetic Macular Edema - Loss of Visual Acuity,"Percentage of patients with a diagnosis of diabetic macular edema with a loss of less than 3 Snellen lines (which is equivalent to less than 0.3 logMAR) within the past 12 months.

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015
American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS17,Acute Anterior Uveitis: Post-treatment Grade 0 anterior chamber cells,"Percentage of patients with acute anterior uveitis post-treatment with Grade 0 anterior chamber cells

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015
American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS2,Glaucoma – Intraocular Pressure Reduction,"Percentage of glaucoma patient visits where their IOP was below a threshold level based on the severity of their diagnosis.

",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,N/A,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2015
American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),IRIS23,Refractive Surgery: Patients with a postoperative uncorrected visual acuity (UCVA) of 20/20 or better within 30 days,"Percentage of patients with an uncorrected visual acuity (UCVA) of 20/20 or better within 30 days

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,American Academy of Ophthalmology IRIS® Registry (Intelligent Research in Sight),2017
