title,eMeasureId,nqfEMeasureId,nqfId,measureId,description,nationalQualityStrategyDomain,measureType,primarySteward,methodsClaims,methodsCertifiedSurveyVendor,methodsElectronicHealthRecord,methodsCmsWebInterface,methodsAdministrativeClaims,methodsRegistry,allergyImmunology,anesthesiology,cardiology,electrophysiologyCardiacSpecialist,gastroenterology,dermatology,emergencyMedicine,generalPracticeFamilyMedicine,internalMedicine,obstetricsGynecology,ophthalmology,orthopedicSurgery,otolaryngology,pathology,pediatrics,physicalMedicine,plasticSurgery,preventiveMedicine,neurology,mentalBehavioralHealth,diagnosticRadiology,interventionalRadiology,vascularSurgery,generalSurgery,thoracicSurgery,urology,generalOncology,radiationOncology,hospitalists,rheumatology,nephrology,infectiousDisease,neurosurgical,podiatry,dentistry,metricType,firstPerformanceYear,lastPerformanceYear,eMeasureUuid,isHighPriority,isInverse,numStrataClaims,numStrataRegistry,numStrataEcqm,overallAlgorithm,default,registry,claims,cmsWebInterface,electronicHealthRecord,isIcdImpacted,isToppedOutByProgram
Breast Cancer Resection Pathology Reporting: pT Category (Primary Tumor) and pN Category (Regional Lymph Nodes) with Histologic Grade ,N/A,N/A,391,99,"Percentage of breast cancer resection pathology reports that include the pT category (primary tumor), the pN category (regional lymph nodes), and the histologic grade",Effective Clinical Care,Process,College of American Pathologists,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_099_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_099_Claims.pdf,,,FALSE,FALSE
Colorectal Cancer Resection Pathology Reporting: pT Category (Primary Tumor) and pN Category (Regional Lymph Nodes) with Histologic Grade,N/A,N/A,392,100,"Percentage of colon and rectum cancer resection pathology reports that include the pT category (primary tumor), the pN category (regional lymph nodes) and the histologic grade",Effective Clinical Care,Process ,College of American Pathologists,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_100_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_100_Claims.pdf,,,FALSE,FALSE
Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients,CMS129v7,N/A,389,102,"Percentage of patients, regardless of age, with a diagnosis of prostate cancer at low (or very low) risk of recurrence receiving interstitial prostate brachytherapy, OR external beam radiotherapy to the prostate, OR radical prostatectomy, OR cryotherapy who did not have a bone scan performed at any time since diagnosis of prostate cancer",Efficiency and Cost Reduction,Process,Physician Consortium for Performance Improvement,-,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_102_Registry.pdf,,,https://ecqi.healthit.gov/ecqm/measures/cms129v7,FALSE,FALSE
Prostate Cancer: Combination Androgen Deprivation Therapy for High Risk or Very High Risk Prostate Cancer,N/A,N/A,390,104,"Percentage of patients, regardless of age, with a diagnosis of prostate cancer at high or very high risk of recurrence receiving external beam radiotherapy to the prostate who were prescribed androgen deprivation therapy in combination with external beam radiotherapy to the prostate",Effective Clinical Care,Process,American Urological Association Education and Research,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_104_Registry.pdf,,,,FALSE,FALSE
Adult Major Depressive Disorder (MDD): Suicide Risk Assessment,CMS161v6,N/A,104,107,Percentage of patients aged 18 years and older with a diagnosis of major depressive disorder (MDD) with a suicide risk assessment completed during the visit in which a new diagnosis or recurrent episode was identified,Effective Clinical Care,Process,Physician Consortium for Performance Improvement,-,-,X,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,NULL,1,,,,,,https://ecqi.healthit.gov/ecqm/measures/cms161v6,FALSE,FALSE
Osteoarthritis (OA): Function and Pain Assessment,N/A,N/A,N/A,109,Percentage of patient visits for patients aged 21 years and older with a diagnosis of osteoarthritis (OA) with assessment for function and pain,Person and Caregiver-Centered Experience and Outcomes,Process,American Academy of Orthopedic Surgeons,X,-,-,-,-,X,-,-,-,-,-,-,-,X,-,-,-,X,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_109_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_109_Claims.pdf,,,FALSE,FALSE
Preventive Care and Screening: Influenza Immunization ,CMS147v7,N/A,41,110,Percentage of patients aged 6 months and older seen for a visit between October 1 and March 31 who received an influenza immunization OR who reported previous receipt of an influenza immunization,Community/Population Health,Process,Physician Consortium for Performance Improvement,X,-,X,X,-,X,X,-,-,-,-,-,-,X,-,X,-,-,X,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_110_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_110_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV7.pdf,https://ecqi.healthit.gov/ecqm/measures/cms147v7,FALSE,FALSE
Pneumococcal Vaccination Status for Older Adults,CMS127v6,N/A,43,111,Percentage of patients 65 years of age and older who have ever received a pneumococcal vaccine,Community/Population Health,Process,National Committee for Quality Assurance,X,-,X,X,-,X,X,-,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_111_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_111_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV8.pdf,https://ecqi.healthit.gov/ecqm/measures/cms127v6,FALSE,FALSE
Breast Cancer Screening,CMS125v6,N/A,2372,112,Percentage of women 50-74 years of age who had a mammogram to screen for breast cancer,Effective Clinical Care,Process,National Committee for Quality Assurance,X,-,X,X,-,X,-,-,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_112_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_112_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV5.pdf,https://ecqi.healthit.gov/ecqm/measures/cms125v6,FALSE,FALSE
Colorectal Cancer Screening,CMS130v6,N/A,34,113,Percentage of adults 50-75 years of age who had appropriate screening for colorectal cancer,Effective Clinical Care,Process,National Committee for Quality Assurance,X,-,X,X,-,X,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_113_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_113_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV6.pdf,https://ecqi.healthit.gov/ecqm/measures/cms130v6,FALSE,FALSE
Avoidance of Antibiotic Treatment in Adults With Acute Bronchitis,N/A,N/A,58,116,The percentage of adults 18-64 years of age with a diagnosis of acute bronchitis who were not prescribed or dispensed an antibiotic prescription,Efficiency and Cost Reduction,Process,National Committee for Quality Assurance,-,-,-,-,-,X,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_116_Registry.pdf,,,,FALSE,FALSE
Diabetes: Eye Exam,CMS131v6,N/A,55,117,Percentage of patients 18-75 years of age with diabetes who had a retinal or dilated eye exam by an eye care professional during the measurement period or a negative retinal exam (no evidence of retinopathy) in the 12 months prior to the measurement period,Effective Clinical Care,Process,National Committee for Quality Assurance,X,-,X,X,-,X,-,-,-,-,-,-,-,X,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_117_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_117_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_DM.pdf,https://ecqi.healthit.gov/ecqm/measures/cms131v6,FALSE,FALSE
Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy - Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N/A,N/A,66,118,Percentage of patients aged 18 years and older with a diagnosis of coronary artery disease seen within a 12 month period who also have diabetes OR a current or prior Left Ventricular Ejection Fraction (LVEF) < 40% who were prescribed ACE inhibitor or ARB therapy,Effective Clinical Care,Process,American Heart Association,-,-,-,-,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_118_Registry.pdf,,,,FALSE,FALSE
Diabetes: Medical Attention for Nephropathy,CMS134v6,N/A,62,119,The percentage of patients 18-75 years of age with diabetes who had a nephropathy screening test or evidence of nephropathy during the measurement period,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,X,-,-,X,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,X,-,-,-,-,X,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_119_Registry.pdf,,,https://ecqi.healthit.gov/ecqm/measures/cms134v6,FALSE,FALSE
Adult Kidney Disease: Blood Pressure Management ,N/A,N/A,N/A,122,"Percentage of patient visits for those patients aged 18 years and older with a diagnosis of chronic kidney disease (CKD) (stage 3, 4, or 5, not receiving Renal Replacement Therapy [RRT]) with a blood pressure < 140/90 mmHg OR >= 140/90 mmHg with a documented plan of care",Effective Clinical Care, Intermediate Outcome,Renal Physicians Association,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,multiPerformanceRate,2017,NULL,,TRUE,FALSE,NULL,3,NULL,overallStratumOnly,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_122_Registry.pdf,,,,FALSE,FALSE
"Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy - Neurological Evaluation",N/A,N/A,417,126,Percentage of patients aged 18 years and older with a diagnosis of diabetes mellitus who had a neurological examination of their lower extremities within 12 months,Effective Clinical Care,Process,American Podiatric Medical Association,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_126_Registry.pdf,,,,FALSE,FALSE
"Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention - Evaluation of Footwear",N/A,N/A,416,127,Percentage of patients aged 18 years and older with a diagnosis of diabetes mellitus who were evaluated for proper footwear and sizing,Effective Clinical Care,Process,American Podiatric Medical Association,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_127_Registry.pdf,,,,FALSE,FALSE
Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,CMS69v6,N/A,421,128,"Percentage of patients aged 18 years and older with a BMI documented during the current encounter or during the previous twelve months AND with a BMI outside of normal parameters, a follow-up plan is documented during the encounter or during the previous twelve months of the current encounter

Normal Parameters:

Age 18 years and older BMI >= 18.5 and < 25 kg/m2 ",Community/Population Health,Process,Centers for Medicare & Medicaid Services,X,-,X,X,-,X,-,-,X,-,X,-,-,X,X,X,-,X,X,-,-,X,-,X,-,X,-,-,X,X,-,X,-,-,-,X,-,X,-,X,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_128_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_128_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV9.pdf,https://ecqi.healthit.gov/ecqm/ep/2018/cms069v6,FALSE,FALSE
Documentation of Current Medications in the Medical Record,CMS68v7,N/A,419,130,"Percentage of visits for patients aged 18 years and older for which the eligible professional or eligible clinician attests to documenting a list of current medications using all immediate resources available on the date of the encounter. This list must include ALL known prescriptions, over-the-counters, herbals, and vitamin/mineral/dietary (nutritional) supplements AND must contain the medications' name, dosage, frequency and route of administration  ",Patient Safety,Process,Centers for Medicare & Medicaid Services,X,-,X,-,-,X,X,-,X,-,X,X,-,X,X,X,X,X,X,-,-,X,X,X,X,X,-,-,X,X,X,X,X,-,X,X,X,X,X,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_130_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_130_Claims.pdf,,https://ecqi.healthit.gov/ecqm/ep/2018/cms068v7,FALSE,FALSE
Pain Assessment and Follow-Up,N/A,N/A,420,131,Percentage of visits for patients aged 18 years and older with documentation of a pain assessment using a standardized tool(s) on each visit AND documentation of a follow-up plan when pain is present,Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,X,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_131_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_131_Claims.pdf,,,FALSE,FALSE
Preventive Care and Screening: Screening for Depression and Follow-Up Plan,CMS2v7,N/A,418,134,"Percentage of patients aged 12 years and older screened for depression on the date of the encounter using an age appropriate standardized depression screening tool AND if positive, a follow-up plan is documented on the date of the positive screen",Community/Population Health,Process,Centers for Medicare & Medicaid Services,X,-,X,X,-,X,-,-,-,-,-,-,-,X,X,-,-,X,-,-,X,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,1,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_134_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_134_Claims.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Web-Interface-Measures/2018_WI_PREV12.pdf,https://ecqi.healthit.gov/ecqm/ep/2018/cms002v7,FALSE,FALSE
Melanoma: Continuity of Care - Recall System,N/A,N/A,650,137,"Percentage of patients, regardless of age, with a current diagnosis of melanoma or a history of melanoma whose information was entered, at least once within a 12 month period, into a recall system that includes:
- A target date for the next complete physical skin exam, AND
- A process to follow up with patients who either did not make an appointment within the specified timeframe or who missed a scheduled appointment
",Communication and Care Coordination,Structure,American Academy of Dermatology,-,-,-,-,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_137_Registry.pdf,,,,TRUE,FALSE
Melanoma: Coordination of Care,N/A,N/A,N/A,138,"Percentage of patient visits, regardless of age, with a new occurrence of melanoma that have a treatment plan documented in the chart that was communicated to the physician(s) providing continuing care within one month of diagnosis",Communication and Care Coordination,Process,American Academy of Dermatology,-,-,-,-,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_138_Registry.pdf,,,,TRUE,FALSE
Age-Related Macular Degeneration (AMD): Counseling on Antioxidant Supplement ,N/A,N/A,566,140,Percentage of patients aged 50 years and older with a diagnosis of age-related macular degeneration (AMD) or their caregiver(s) who were counseled within 12 months on the benefits and/or risks of the Age-Related Eye Disease Study (AREDS) formulation for preventing progression of AMD,Effective Clinical Care,Process,American Academy of Ophthalmology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_140_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_140_Claims.pdf,,,FALSE,FALSE
