QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure 
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be  submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year 
ACEP's Clinical Emergency Data Registry (CEDR),ACEP48,"Sepsis Management: Septic Shock: Lactate Level Measurement, Antibiotics Ordered, and Fluid Resuscitation","Percentage of emergency department visits resulting in hospital admission for patients aged 18 years and older with septic shock who had an order for all the following during the emergency department visit:  a serum lactate level, antibiotics, and >1L of crystalloids",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2017
ACEP's Clinical Emergency Data Registry (CEDR),ACEP50,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients,Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,Yes,No,Yes,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2019
ACEP's Clinical Emergency Data Registry (CEDR),ACEP51,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients,Time (in minutes) from ED arrival to ED departure for discharged patients for Pediatric Patients,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,Yes,No,Yes,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2019
Acute Care Quality Registry,ACQR10,Syncope: complete evaluation,"Patients admitted to observation or inpatient status for syncope should have an initial evaluation including a thorough history, 12 lead EKG, and orthostatic vital signs",N/A,Effective Clinical Care,No,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR11,High Intensity Statin for patients with NSTEMI-ACS,High intensity statin (rosuvastatin 20-40 mg or atorvastatin 80mg) should be initiated or continued in all patients with NSTEMI-ACS and no contraindications,N/A,Effective Clinical Care,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR12,ABCDEF Bundle - Early mobility for ICU patients,Patients admitted to the intensive care unit (ICU) for > or = 4 days should be included in an early mobility program (E of ABCDEF Bundle) to improve their recovery process.,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR13,Sepsis: Hour One bundle,Surviving Sepsis Campaign's Hour One bundle initiation in patients with Sepsis and acute organ dysfunction,N/A,Effective Clinical Care,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR14,Use of HEART score for risk stratification in patients with suspected NSTEMI-ACS,Documentation of risk stratification (i.e. HEART score or TIMI) in patients with suspected Non ST segment Elevation Myocardial Infarction and/or Acute Coronary Syndrome,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR15,Pneumonia: Use of CURB-65 for Risk Stratification in patient with CAP,"Documentation of CURB-65 score should guide the admission decision (1 point each for Confusion, BUN>19, Resp rate >30, SBP <90 or DBP<60, Age >=65) for all patients with Community Acquired Pneumonia)",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR16,COPD Exacerbation or CHF Exacerbation requiring Hospital Admission: Palliative Care Evaluation,"Patients admitted with 2 or more COPD exacerbations in 12 months or a single admission for COPD with hypercapneic respiratory failure, or being discharged to a SNF or LTACH should  receive an evaluation from a palliative care professional, if available; and patients admitted with AHA Class D heart failure and/or patients admitted with Congestive Heart Failure (any class) being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available",N/A,Communication and Care Coordination,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Acute Care Quality Registry,ACQR3,COPD: Steroids for no more than 5 days in COPD Exacerbation,"Patients should receive no more than 5 days of steroids in treatment for COPD Exacerbation from all sources and routes.  Sources may include outpatient, Emergency Department, and Inpatient/Observation treatment.  i.e. Full course of steroids not to exceed 7 days.",N/A,Patient Safety,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2018
Acute Care Quality Registry,ACQR7,Sepsis Management: Septic Shock: Repeat Lactate Measurement Level Within 6 Hours,Percentage of patients aged 18 years or greater admitted with septic shock and an elevated serum lactate result (>4 mmol/L) with a second serum lactate measurement ordered following the initial elevated result,N/A,Effective Clinical Care,No,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2018
Acute Care Quality Registry,ACQR9,Use of ACE-I or ARB and beta blockade in CHF,"Ace I or ARBs AND 1 of [3 beta blockers proven to reduce mortality] (bisoprolol, carvedilol, sustained release metoprolol) are recommended in HFrEF and current or prior symptoms of CHF",N/A,Effective Clinical Care,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019
Advance QCDR,ABG7,Immediate Adult Post-Operative Pain Management,The percentage of patients 18 or older admitted to the PACU after an anesthetic with a maximum pain score <7/10 prior to anesthesia end time.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,ABG QCDR,2017
Advance QCDR,AQI48,Patient-Reported Experience with Anesthesia,"Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care and who reported a positive experience. 

This measure will consist of two performance rates:

Rate 1: AQI48a: Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care 
Rate 2: AQI48b: Percentage of patients, aged 18 and older, who completed a survey on their patient experience and satisfaction with anesthesia care who report a positive experience with anesthesia care

NOTE: The measure requires that a valid survey, as defined in the numerator, be sent to patients between discharge from the facility and within 30 days of facility discharge. To report AQI 48b, a minimum number of 20 surveys with the mandatory question completed must be reported.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
Advance QCDR,AQI61,Ambulatory Post-Discharge Patient Follow-Up,"Percentage of patients, regardless of age, who received anesthesia services in an ambulatory setting whose post-discharge status was assessed within 72 hours of discharge",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Advance QCDR,AQI62,Obstructive Sleep Apnea: Patient Education,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, have documentation that they received education regarding their risk for OSA prior to PACU discharge",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Advance QCDR,AQI63,Neuromuscular Blockade: Documented Assessment of Neuromuscular Function Prior to Extubation,Percentage of patients requiring anesthesia services with a documented assessment of neuromuscular blockade reversal after last dose of non-depolarizing neuromuscular blocker,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Advance QCDR,AQI64,Neuromuscular Blockade: Reversal Administered,"Percentage patients aged 12 years and older, requiring anesthesia services where nondepolarizing neuromuscular blockade is used and neostigmine, sugammadex, and/or edrophonium are administered prior to extubation",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Advance QCDR,AQI66,Obstructive Sleep Apnea: Mitigation Strategies,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, for whom two or more selected mitigation strategies was used prior to PACU discharge",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Advance QCDR,MA1,Case Delay,"Percentage of anesthesia cases or procedures which are delayed greater than 15 minutes after the scheduled start with a reason indicated
Performance rates:  - Rate 1: Advance 3B: Procedure delayed from scheduled start time; Rate 2: Advance 3C: Reason for delay indicated",N/A,Efficiency and Cost Reduction,Yes,Efficiency and Cost/Resource Use,Yes,Yes,No,No,2,2nd Performance Rate,No,"MiraMed, Advance QCDR",2017
AHSQC,AHSQC10,Ventral Hernia Repair: Pain and Functional Status Assessment,"Percentage of patients aged 18 years and older who have undergone ventral hernia repair and who completed baseline and 30 day follow-up patient-reported functional status assessments, and achieved at least a 10% improvement in functional status score from baseline.
Performance Rates:
Rate 1: Patients who achieved at least a 10% improvement in functional status score from baseline.
Rate 2: Patients who completed baseline and 30 day follow-up patient-reported functional status assessments.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,1st Performance Rate,No,AHSQC,2019
AHSQC,AHSQC6,Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period,"Percentage of patients aged 18 years and older who have undergone abdominal wall reconstruction defined as ventral hernia repair with myofascial release (abdominal wall fascial layer separated from muscular layer) who had a surgical site occurrence requiring procedural intervention within the 30 day postoperative period.  Surgical site occurrences include any surgical site infections (superficial, deep, organ space) or any of the following:  wound cellulitis, non-healing incisional wound, fascial disruption, skin or soft tissue ischemia, skin or soft tissue necrosis, wound serous drainage, wound purulent drainage, chronic sinus drainage, localized stab wound infection, stitch abscess, seroma, infected seroma, hematoma, infected hematoma, exposed biologic mesh, exposed synthetic mesh, contaminated biologic mesh, contaminated synthetic mesh, infected biologic mesh, infected synthetic mesh, mucocutaneous anastomosis disruption, enterocutaneous fistula).  Procedural interventions include any of the following:  wound opening, wound debridement, suture excision, percutaneous drainage, partial mesh removal, complete mesh removal. 

This measure is reported as three performance rates stratified by hernia width:                                                                                                                                                                                                     
Rate 1:  Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period-Any hernia width (overall rate)
Rate 2: Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period-Hernia width of <=10cm
Rate 3: Abdominal Wall Reconstruction Surgical Site Occurrence Requiring Procedural Intervention within the 30 Day Postoperative Period-Hernia width of >10cm",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,3,1st Performance Rate,Yes,AHSQC,2017
