QCDR Name,Measure ID,Measure Title,Measure Description,NQF Number  (if applicable),NQS Domain,High Priority,Measure Type,Inverse Measure,Proportional Measure,Continuous Variable Measure,Ratio Measure,Number of performance rates to be submitted,Overall Algorithm,Is the Measure Risk-Adjusted,Primary Steward,First Performance Year,Performance Rate Description,Submission Pathway
ACEP's Clinical Emergency Data Registry (CEDR),ACEP22,Appropriate Emergency Department Utilization of CT for Pulmonary Embolism,"Percentage of emergency department visits during which patients aged 18 years and older had a CT pulmonary angiogram (CTPA) ordered by an emergency care provider, regardless of discharge disposition, with either moderate or high pre-test clinical probability for pulmonary embolism OR positive result or elevated D-dimer level",N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2016,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP25,Tobacco Use: Screening and Cessation Intervention for Patients with Asthma and COPD,Percentage of patients aged 18 years and older with a diagnosis of asthma or COPD seen in the ED and discharged who were screened for tobacco use during any ED encounter AND who received tobacco cessation intervention if identified as a tobacco user,N/A,Community/Population Health,No,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2016,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP30,Sepsis Management: Septic Shock: Lactate Clearance Rate of ≥ 10%,Percentage of emergency department visits for patients aged 18 years and older with septic shock resulting in hospital admission who had an elevated serum lactate result (>2mmol/L) and a subsequent serum lactate level measurement performed following the elevated serum lactate result with a lactate clearance rate of ≥ 10% during the emergency department visit,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2016,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP31,Appropriate Foley catheter use in the emergency department,Percentage of emergency department (ED) visits for admitted patients aged 18 years and older where an indwelling Foley catheter is ordered and the patient had at least one indication for an indwelling Foley catheter,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2016,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP48,"Sepsis Management: Septic Shock: Lactate Level Measurement, Antibiotics Ordered, and Fluid Resuscitation","Percentage of emergency department visits resulting in hospital admission for patients aged 18 years and older with septic shock who had an order for all the following during the emergency department visit: a serum lactate level, antibiotics, and >1L of crystalloids",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2017,N/A,Traditional MIPS
"E-CPR (Emergency - Clinical Performance Registry), ACEP's Clinical Emergency Data Registry (CEDR)",ACEP50,ED Median Time from ED arrival to ED departure for all Adult Patients,Time (in minutes) from ED arrival to ED departure for all Adult Patients,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,Yes,No,Yes,No,1,1st Performance Rate,Yes,"E-CPR (Emergency - Clinical Performance Registry), ACEP's Clinical Emergency Data Registry (CEDR)",2020,N/A,Traditional MIPS
"E-CPR (Emergency - Clinical Performance Registry), ACEP's Clinical Emergency Data Registry (CEDR)",ACEP51,ED Median Time from ED arrival to ED departure for all Pediatric Patients,Time (in minutes) from ED arrival to ED departure for all Pediatric Patients,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,Yes,No,Yes,No,1,1st Performance Rate,Yes,"E-CPR (Emergency - Clinical Performance Registry), ACEP's Clinical Emergency Data Registry (CEDR)",2020,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP52,Appropriate Emergency Department Utilization of Lumbar Spine Imaging for Atraumatic Low Back Pain,"Percentage of emergency department visits during which patients aged 18 years and older had a CT or MRI of the Lumbar Spine ordered by an emergency care provider, regardless of discharge disposition, presenting with acute, non-complex low back pain.",N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2020,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP53,Appropriate Use of Imaging for Recurrent Renal Colic,"Percentage of emergency department (ED) visits for patients aged 18-50 years presenting with flank pain with a history of kidney stones during which no imaging is ordered, OR appropriate imaging (i.e., plain film radiography or ultrasound) is ordered.",N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2020,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP54,Appropriate Utilization of FAST Exam in the Emergency Department,Percentage of emergency department visits for patients aged 18 years and older presenting with hemodynamically unstable blunt abdominal trauma (blunt trauma and a systolic blood pressure <90 mmHg or heart rate >120 bpm) or penetrating thoracoabdominal trauma who had a FAST exam ordered and/or performed during the emergency department visit,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2021,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP55,Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 2 Through 17 Years,Percentage of emergency department visits for patients aged 2 through 17 years who presented with a minor blunt head trauma who had a head CT for trauma ordered by an emergency care provider who are classified as high risk according to the PECARN prediction rules for traumatic brain injury,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2021,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP56,Follow-Up Care Coordination Documented in Discharge Summary,Percentage of patients aged 18 years and older for which follow-up care coordination was documented in Hospital Discharge Summary,N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2021,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP57,"Avoidance of Opioid therapy for migraine, low back pain, dental pain",All ED encounters for patients aged 18 years and older with diagnosis of migraine or low back pain or dental pain who were prescribed or administered Opioids or Opiates,N/A,Effective Clinical Care,Yes,Process,Yes,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2021,N/A,Traditional MIPS
ACEP's Clinical Emergency Data Registry (CEDR),ACEP58,Appropriate Treatment for Adults with Upper Respiratory Infection (URI),Percentage of adults 18 years and older who were diagnosed with upper respiratory infection (URI) and were dispensed or administered an antibiotic prescription on or up to three days after the ED encounter,N/A,Effective Clinical Care,Yes,Process,Yes,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2021,N/A,Traditional MIPS
MohsAIQ,ACMS2,Closing the Mohs Surgery Referral Loop: Transmission of Surgical Report,"Percentage of Mohs micrographic surgery cases or Mohs surgical defect reconstruction cases for which the reconstruction was performed by a different surgeon than the Mohs surgeon, regardless of patient age, for which a report is sent from the treating provider to the referring provider within 30 days.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,MohsAIQ,2019,N/A,Traditional MIPS
MohsAIQ,ACMS3,Antibiotic Prophylaxis for High Risk Cardiac / Orthopedic Cases prior to Mohs micrographic surgery - Prevention of Overuse,Percentage of cases of Mohs surgery in which preoperative prophylactic antibiotics were provided for which the patient had cardiac / orthopedic prophylaxis indications for preoperative antibiotics.,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,MohsAIQ,2019,N/A,Traditional MIPS
MohsAIQ,ACMS4,Surgical Site Infection Rate - Mohs Micrographic Surgery,Percentage of cases of Mohs surgery that develop a surgical site infection. This measure is to be reported each time a procedure for a Mohs surgery is performed whether or not a surgical site infection develops during the performance period.,N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,No,MohsAIQ,2019,N/A,Traditional MIPS
MohsAIQ,ACMS5,Documentation of High-Risk Squamous Cell Carcinoma Stage in Mohs Micrographic Surgery Record,"Percentage of Mohs surgery cases for high risk cutaneous squamous cell carcinoma (SCC) of the head and neck for which America Joint Committee on Cancer (AJCC) 8th edition staging1, that was documented in the medical record. For these purposes high-risk is defined as a tumor stage greater than T2.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,MohsAIQ,2020,N/A,Traditional MIPS
MohsAIQ,ACMS8,Limit quantity of opioids prescribed for pain management in patients following Mohs micrographic surgery,Percentage of patients prescribed opioids for pain management following Mohs surgery who received ten or fewer pills.,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,MohsAIQ,2021,N/A,Traditional MIPS
Acute Care Quality Registry,ACQR12,ABCDEF Bundle - Early mobility for ICU patients,Patients admitted to the intensive care unit (ICU) for > or = 4 days should be included in an early mobility program (E of ABCDEF Bundle) to improve their recovery process.,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019,N/A,Traditional MIPS
Acute Care Quality Registry,ACQR13,Sepsis: Hour One bundle,Surviving Sepsis Campaign's Hour One bundle initiation in patients with Sepsis and acute organ dysfunction,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019,N/A,Traditional MIPS
Acute Care Quality Registry,ACQR15,Use of a risk stratification tool in patients with CAP,"Documentation of CURB-65 score should guide the admission decision (1 point each for Confusion, BUN>19, Resp rate >30, SBP <90 or DBP<60, Age >=65) for all patients with Community Acquired Pneumonia). PSI/PORT is more complex than CURB-65, and assigns various point values to age, gender, nursing home residence, presence of neoplastic disease, CHF, liver disease, cerebrovascular disease, CKD, altered mental status, hypotension (<90 mmHg), hypothermia or high fever, tachycardia >125, BPM, Acidosis <7.35, BUN>30, hyponatremia <130, Hct <30, pO2<60 mmHg, and pleural effusion.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019,N/A,Traditional MIPS
Acute Care Quality Registry,ACQR16,COPD Exacerbation or CHF Exacerbation requiring Hospital Admission: Palliative Care Evaluation,"Patients admitted with 2 or more COPD exacerbations in 12 months or a single admission for COPD with hypercapnic respiratory failure, or being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available; and patients admitted with AHA Class D heart failure and/or patients admitted with Congestive Heart Failure (any class) being discharged to a SNF or LTACH should receive an evaluation from a palliative care professional, if available",N/A,Communication and Care Coordination,Yes,Efficiency and Cost/Resource Use,No,Yes,No,No,1,1st Performance Rate,No,Acute Care Quality Registry,2019,N/A,Traditional MIPS
