MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,479
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,484
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_EP_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_EP_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_EP_2_EX_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_EP_2_EX_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_HIE_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_HIE_4
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_HIE_5
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_HIE_6
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_INFBLO_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_LVITC_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_LVOTC_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_LVPP_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_ONCDIR_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PEA_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_1_EX_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_1_EX_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_1_EX_3
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_1_PRE
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_1_PROD
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_2_PRE
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_2_PROD
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_3
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_3_EX_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_3_EX_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_3_EX_3
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_3_PRE
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_3_PROD
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_4
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_4_PRE
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_4_PROD
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_5
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_5_PRE
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PHCDRR_5_PROD
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PPHI_1
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_PPHI_2
Surgical Care ,M1425,The Surgical Care MVP focuses on the clinical theme of surgery. ,General Surgery; Neurosurgery; Cardiothoracic Surgery; Anesthesiologists; Nonphysician Practitioners; Certified Registered Nurse Anesthetists; Nurse Practitioner; Physician Assistants,Surgical Care,Foundational,PI_ONCACB_1 
